wagidsheikh@Wagids-MacBook-Pro simplify_downloader % log show --style syslog --info \
  --start "2026-01-28 15:45:00" --end "2026-01-28 21:15:00" \
  --predicate '(process == "cron") OR (eventMessage CONTAINS[c] "CRON")'

Filtering the log data using "process == "cron" OR composedMessage CONTAINS[c] "CRON""
Skipping debug messages, pass --debug to include.
Timestamp                       (process)[PID]
2026-01-28 21:12:14.680001+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd33411e0 at /usr/sbin/cron
2026-01-28 21:12:14.695995+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16661.11, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16661, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.697618+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16661.11, subject=/usr/sbin/cron,
2026-01-28 21:12:14.699164+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3340eb0 at /usr/sbin/cron
2026-01-28 21:12:14.785517+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.12, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.786702+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.12, subject=/usr/sbin/cron,
2026-01-28 21:12:14.787688+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f35be0 at /usr/sbin/cron
2026-01-28 21:12:14.797971+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.13, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.799958+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.13, subject=/usr/sbin/cron,
2026-01-28 21:12:14.801242+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3330940 at /usr/sbin/cron
2026-01-28 21:12:14.810416+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.14, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.811978+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.14, subject=/usr/sbin/cron,
2026-01-28 21:12:14.813564+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bcea1bd50 at /usr/sbin/cron
2026-01-28 21:12:14.822951+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.15, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.823972+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.15, subject=/usr/sbin/cron,
2026-01-28 21:12:14.824988+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f3ca60 at /usr/sbin/cron
2026-01-28 21:12:14.925365+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16662.12, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16662, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.926986+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16662.12, subject=/usr/sbin/cron,
2026-01-28 21:12:14.928577+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3340eb0 at /usr/sbin/cron
2026-01-28 21:12:14.932189+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16663.12, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16663, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.934041+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16663.12, subject=/usr/sbin/cron,
2026-01-28 21:12:14.935558+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f35be0 at /usr/sbin/cron
2026-01-28 21:12:14.939012+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16662.13, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16662, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.940923+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16662.13, subject=/usr/sbin/cron,
2026-01-28 21:12:14.942299+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3340eb0 at /usr/sbin/cron
2026-01-28 21:12:14.946075+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16663.13, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16663, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.947615+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16663.13, subject=/usr/sbin/cron,
2026-01-28 21:12:14.949303+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bcec0f270 at /usr/sbin/cron
2026-01-28 21:12:14.953744+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16662.14, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16662, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.955547+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16662.14, subject=/usr/sbin/cron,
2026-01-28 21:12:14.957014+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f65650 at /usr/sbin/cron
2026-01-28 21:12:14.960758+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16663.14, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16663, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.962238+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16663.14, subject=/usr/sbin/cron,
2026-01-28 21:12:14.963537+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bce90f220 at /usr/sbin/cron
2026-01-28 21:12:14.968274+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16662.15, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16662, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.969543+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16662.15, subject=/usr/sbin/cron,
2026-01-28 21:12:14.971433+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f35be0 at /usr/sbin/cron
2026-01-28 21:12:14.976722+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16663.15, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16663, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:14.978515+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16663.15, subject=/usr/sbin/cron,
2026-01-28 21:12:14.979950+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a31820 at /usr/sbin/cron
2026-01-28 21:12:15.090444+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16661.12, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16661, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.091671+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16661.12, subject=/usr/sbin/cron,
2026-01-28 21:12:15.092727+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd21063c0 at /usr/sbin/cron
2026-01-28 21:12:15.100829+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16661.13, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16661, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.102082+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16661.13, subject=/usr/sbin/cron,
2026-01-28 21:12:15.103461+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bcea1bd50 at /usr/sbin/cron
2026-01-28 21:12:15.110908+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16661.14, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16661, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.112355+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16661.14, subject=/usr/sbin/cron,
2026-01-28 21:12:15.113939+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3330940 at /usr/sbin/cron
2026-01-28 21:12:15.122936+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16661.15, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16661, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.124493+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16661.15, subject=/usr/sbin/cron,
2026-01-28 21:12:15.125608+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f35be0 at /usr/sbin/cron
2026-01-28 21:12:15.133732+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.16, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.135274+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.16, subject=/usr/sbin/cron,
2026-01-28 21:12:15.136757+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2a4f8b0 at /usr/sbin/cron
2026-01-28 21:12:15.146876+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.17, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.148470+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.17, subject=/usr/sbin/cron,
2026-01-28 21:12:15.149907+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd21063c0 at /usr/sbin/cron
2026-01-28 21:12:15.159491+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.18, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.160989+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.18, subject=/usr/sbin/cron,
2026-01-28 21:12:15.162545+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd21063c0 at /usr/sbin/cron
2026-01-28 21:12:15.171217+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.19, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.172773+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.19, subject=/usr/sbin/cron,
2026-01-28 21:12:15.174008+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f11100 at /usr/sbin/cron
2026-01-28 21:12:15.181231+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16663.16, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16663, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.182727+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16663.16, subject=/usr/sbin/cron,
2026-01-28 21:12:15.184105+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bcec0f270 at /usr/sbin/cron
2026-01-28 21:12:15.187549+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16662.16, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16662, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.189230+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16662.16, subject=/usr/sbin/cron,
2026-01-28 21:12:15.190412+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3340eb0 at /usr/sbin/cron
2026-01-28 21:12:15.195134+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16663.17, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16663, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.196589+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16663.17, subject=/usr/sbin/cron,
2026-01-28 21:12:15.197856+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f11100 at /usr/sbin/cron
2026-01-28 21:12:15.204241+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16662.17, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16662, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.205665+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16662.17, subject=/usr/sbin/cron,
2026-01-28 21:12:15.207089+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3340eb0 at /usr/sbin/cron
2026-01-28 21:12:15.208619+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16663.18, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16663, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.209608+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16663.18, subject=/usr/sbin/cron,
2026-01-28 21:12:15.210597+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3341450 at /usr/sbin/cron
2026-01-28 21:12:15.217960+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16662.18, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16662, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.219231+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16662.18, subject=/usr/sbin/cron,
2026-01-28 21:12:15.220325+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f3ca60 at /usr/sbin/cron
2026-01-28 21:12:15.221049+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16663.19, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16663, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.222565+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16663.19, subject=/usr/sbin/cron,
2026-01-28 21:12:15.224197+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd2f6e7b0 at /usr/sbin/cron
2026-01-28 21:12:15.245032+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16662.19, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16662, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.246753+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16662.19, subject=/usr/sbin/cron,
2026-01-28 21:12:15.248270+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bce80df70 at /usr/sbin/cron
2026-01-28 21:12:15.337176+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.20, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.338873+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.20, subject=/usr/sbin/cron,
2026-01-28 21:12:15.340399+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bcea1bd50 at /usr/sbin/cron
2026-01-28 21:12:15.352013+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.21, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.353610+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.21, subject=/usr/sbin/cron,
2026-01-28 21:12:15.355363+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd21063c0 at /usr/sbin/cron
2026-01-28 21:12:15.369986+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.22, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.371536+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.22, subject=/usr/sbin/cron,
2026-01-28 21:12:15.372960+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd3340eb0 at /usr/sbin/cron
2026-01-28 21:12:15.384705+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16657.23, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16657, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.385783+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16657.23, subject=/usr/sbin/cron,
2026-01-28 21:12:15.387221+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bd21063c0 at /usr/sbin/cron
2026-01-28 21:12:15.421037+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_ATTRIBUTION: msgID=16662.20, attribution={responsible={identifier=com.apple.cron, pid=77077, auid=0, euid=0, responsible_path=/usr/sbin/cron, binary_path=/usr/sbin/cron}, requesting={identifier=com.google.Chrome, pid=16662, auid=501, euid=501, binary_path=/Applications/Google Chrome.app/Contents/MacOS/Google Chrome}, },
2026-01-28 21:12:15.423252+0530  localhost tccd[16587]: [com.apple.TCC:access] AUTHREQ_SUBJECT: msgID=16662.20, subject=/usr/sbin/cron,
2026-01-28 21:12:15.424881+0530  localhost tccd[16587]: [com.apple.TCC:access] -[TCCDAccessIdentity staticCode]: static code for: identifier /usr/sbin/cron, type: 1: 0x7f8bcea1bd50 at /usr/sbin/cron
